CustomerID,TotalSpent,NumPurchases,AvgBasketSize,AvgOrderValue,UniqueProducts
12458.0,947.4,2,13.31578947368421,24.931578947368422,35
12461.0,826.88,2,8.2,23.62514285714286,35
12462.0,1189.59,2,8.64516129032258,19.186935483870965,51
12463.0,1344.78,4,9.349397590361447,16.202168674698793,65
12464.0,1212.05,8,3.8620689655172415,41.79482758620689,6
12465.0,742.1899999999999,2,10.191489361702128,15.79127659574468,46
12468.0,729.5400000000001,2,9.631578947368421,19.19842105263158,36
12471.0,19788.65,30,17.864923747276688,43.11252723311547,150
12472.0,6572.11,7,12.23598820058997,19.386755162241887,219
12473.0,3928.0499999999997,5,14.455089820359282,23.52125748502994,140
12474.0,7324.09,18,11.45260663507109,17.355663507109004,253
12475.0,723.38,1,14.86111111111111,20.093888888888888,36
12476.0,6816.42,11,10.334763948497853,29.255021459227468,177
12477.0,13219.74,6,12.176666666666666,44.065799999999996,191
12478.0,680.99,1,6.555555555555555,18.91638888888889,36
12479.0,527.2,1,12.419354838709678,17.006451612903227,31
12480.0,3281.63,4,11.084415584415584,21.309285714285714,129
12481.0,5579.82,10,15.25,25.8325,150
12483.0,2484.98,8,14.8,33.133066666666664,46
12484.0,4527.32,6,6.376093294460642,13.199183673469387,256
12488.0,1298.66,3,9.618181818181819,23.612000000000002,46
12489.0,334.93,1,7.0,22.328666666666667,15
12490.0,5417.93,10,12.506122448979593,22.114,131
12491.0,460.40000000000003,1,10.0,17.70769230769231,25
12492.0,263.21000000000004,2,9.6,13.160500000000003,19
12493.0,433.74,2,9.409090909090908,19.715454545454545,20
12494.0,1246.1000000000001,7,9.181818181818182,16.183116883116885,63
12497.0,1043.1,1,88.28571428571429,74.50714285714285,14
12498.0,403.70000000000005,3,6.913043478260869,17.55217391304348,21
12500.0,4257.82,11,43.90163934426229,69.80032786885245,34
12501.0,2169.39,1,11.966442953020135,14.559664429530201,149
12502.0,3723.87,5,5.578231292517007,25.332448979591835,102
12504.0,482.04999999999995,2,10.0,53.5611111111111,6
12506.0,73.5,1,1.0,3.1956521739130435,23
12507.0,1304.81,3,42.57142857142857,62.13380952380952,19
12508.0,397.88,2,3.985294117647059,5.851176470588236,57
12509.0,176.5,1,7.857142857142857,25.214285714285715,7
12510.0,982.5699999999999,2,10.696969696969697,29.774848484848484,29
12512.0,132.18,2,3.096774193548387,4.263870967741935,31
12513.0,612.29,1,13.2,17.494,35
12514.0,1017.68,1,8.627450980392156,19.954509803921567,51
12515.0,383.7,1,8.1875,23.98125,16
12516.0,1312.06,2,33.65384615384615,50.46384615384615,20
12517.0,2481.6,5,4.878136200716846,8.894623655913978,232
12518.0,2056.89,5,10.629032258064516,16.58782258064516,84
12519.0,330.84,1,10.294117647058824,19.461176470588235,17
12520.0,2634.26,5,9.467105263157896,17.330657894736845,121
12521.0,599.68,1,8.131578947368421,15.781052631578946,38
12522.0,192.72,2,16.166666666666668,16.06,11
12523.0,1789.77,11,8.160377358490566,16.884622641509434,84
12524.0,4485.72,8,25.6875,31.150833333333335,113
12526.0,1316.66,3,8.901408450704226,18.54450704225352,64
12527.0,348.71000000000004,3,13.0,19.37277777777778,18
12528.0,1933.48,6,8.217391304347826,21.01608695652174,50
12530.0,1662.28,4,13.833333333333334,25.186060606060607,51
12531.0,125.22,1,2.6470588235294117,7.365882352941177,17
12532.0,349.83000000000004,1,9.5625,21.864375000000003,16
12534.0,1089.18,1,10.333333333333334,17.28857142857143,63
12535.0,716.35,2,6.4411764705882355,21.069117647058825,28
12536.0,12601.830000000002,3,10.739463601532567,48.282873563218395,260
12538.0,363.95,1,9.095238095238095,17.33095238095238,21
12539.0,5568.35,4,7.571428571428571,20.396886446886448,157
12540.0,13400.24,17,13.985355648535565,28.03397489539749,277
12541.0,981.18,3,13.076923076923077,18.868846153846153,46
12544.0,372.7,1,7.157894736842105,19.61578947368421,19
12545.0,1000.39,2,10.46,20.0078,42
12546.0,1161.5,2,9.173913043478262,16.833333333333332,59
12547.0,207.79999999999998,2,16.75,25.974999999999998,7
12548.0,95.19999999999999,1,9.8,19.04,5
12550.0,964.83,1,9.982456140350877,16.92684210526316,57
12551.0,168.0,1,10.0,16.8,10
12552.0,437.82,2,4.4,21.891,20
12553.0,3692.28,10,10.287958115183246,19.33130890052356,95
12556.0,599.56,2,2.9831932773109244,5.038319327731092,100
12557.0,11990.960000000001,5,132.84848484848484,363.36242424242425,15
12558.0,269.96,1,17.818181818181817,24.54181818181818,11
12559.0,561.71,2,13.476190476190476,26.74809523809524,21
12560.0,2134.01,3,10.571428571428571,20.323904761904764,91
12561.0,238.85,1,11.0625,14.928125,16
12562.0,3781.7400000000002,7,10.589285714285714,22.510357142857146,99
12564.0,456.9,1,6.333333333333333,21.757142857142856,21
12565.0,145.92,1,8.88888888888889,16.21333333333333,9
12566.0,351.65,1,13.947368421052632,18.507894736842104,19
12567.0,9401.28,10,9.652466367713005,21.079103139013455,323
12569.0,4124.69,32,9.579787234042554,21.939840425531912,92
12571.0,519.61,2,15.382352941176471,15.28264705882353,31
12572.0,1020.42,2,7.533333333333333,17.006999999999998,53
12573.0,160.54000000000002,1,3.0,5.733571428571429,26
12574.0,218.45,1,5.545454545454546,19.85909090909091,11
12576.0,1315.83,5,10.988636363636363,14.952613636363635,72
12577.0,626.6,3,3.212328767123288,4.291780821917809,137
12578.0,2794.51,2,10.491228070175438,24.51324561403509,111
12579.0,440.42,1,9.827586206896552,15.18689655172414,29
12580.0,415.7,1,9.916666666666666,17.320833333333333,24
12581.0,197.71,1,10.733333333333333,13.180666666666667,15
12582.0,511.36,2,13.636363636363637,23.243636363636366,21
12583.0,7281.38,15,20.48582995951417,29.47927125506073,115
12584.0,2338.15,9,4.333333333333333,24.355729166666666,44
12585.0,2040.1,2,14.701149425287356,23.44942528735632,77
12586.0,196.94000000000003,1,7.181818181818182,17.903636363636366,11
12587.0,144.0,1,12.75,36.0,4
12588.0,214.89999999999998,1,5.3,21.49,10
12589.0,646.68,2,8.742857142857142,18.47657142857143,29
12590.0,9864.26,2,62.98529411764706,145.06264705882353,68
12591.0,452.84999999999997,1,8.76923076923077,17.41730769230769,26
12592.0,437.6,2,16.11111111111111,24.311111111111114,11
12593.0,418.09999999999997,3,9.80952380952381,19.909523809523808,14
12594.0,3338.2200000000003,10,15.059322033898304,28.290000000000003,50
12596.0,618.27,2,17.555555555555557,22.898888888888887,25
12597.0,3811.22,4,10.854368932038835,18.50106796116505,184
12598.0,3023.08,8,14.878787878787879,22.902121212121212,84
12599.0,1032.58,7,15.419354838709678,16.654516129032256,32
12600.0,2599.04,10,12.09375,40.61,32
12601.0,577.0600000000001,5,8.75,20.609285714285715,21
12602.0,153.12,1,13.5,12.76,12
12603.0,739.1999999999999,1,31.5,369.59999999999997,2
12604.0,254.18,2,12.5625,15.88625,15
12607.0,1579.51,1,12.158415841584159,15.63871287128713,101
12609.0,1126.85,3,10.8,18.78083333333333,57
12610.0,2099.54,5,9.89622641509434,19.80698113207547,85
12611.0,1193.32,1,13.015384615384615,18.35876923076923,65
12612.0,704.0400000000001,1,13.789473684210526,37.054736842105264,19
12613.0,3344.38,5,10.745098039215685,21.858692810457516,124
12614.0,315.6,1,3.8,15.780000000000001,20
12615.0,2291.19,4,13.104761904761904,21.820857142857143,82
12616.0,713.3,2,8.875,22.290625,25
12617.0,352.98,1,5.121951219512195,8.609268292682927,39
12618.0,177.31,1,8.727272727272727,16.11909090909091,11
12619.0,3641.24,9,37.53333333333333,40.45822222222222,50
12620.0,1339.41,3,12.83695652173913,14.558804347826088,89
12621.0,13689.67,20,15.931477516059957,29.31406852248394,261
12622.0,180.1,1,6.2727272727272725,16.37272727272727,11
12623.0,305.1,1,10.61111111111111,16.950000000000003,18
12624.0,641.13,2,9.342105263157896,16.87184210526316,36
12625.0,2683.82,2,18.74418604651163,31.207209302325584,73
12626.0,6620.48,9,11.744897959183673,22.51863945578231,232
12627.0,4478.53,7,11.965217391304348,19.47186956521739,162
12628.0,786.46,3,10.926829268292684,19.181951219512197,34
12630.0,1270.88,2,8.5625,19.8575,60
12631.0,640.5,1,7.612903225806452,20.661290322580644,31
12633.0,2163.98,4,11.504950495049505,21.425544554455445,73
12635.0,1689.18,2,11.603960396039604,16.724554455445546,96
12637.0,6002.9,8,7.837696335078534,15.714397905759162,205
12638.0,671.69,1,14.794871794871796,17.222820512820515,39
12639.0,486.1,1,9.136363636363637,22.095454545454547,22
12640.0,1174.58,3,5.867924528301887,22.16188679245283,47
12641.0,185.9,1,7.2,18.59,10
12642.0,1013.26,3,11.74468085106383,21.558723404255318,39
12643.0,3344.64,6,75.33333333333333,139.35999999999999,11
12644.0,477.91,1,10.483870967741936,15.416451612903227,31
12645.0,1775.18,4,14.849315068493151,24.31753424657534,58
12646.0,1346.97,2,19.933333333333334,29.932666666666666,43
12647.0,3722.82,12,11.826446280991735,30.76710743801653,78
12648.0,318.05,1,7.619047619047619,15.145238095238096,21
12649.0,623.51,3,18.903225806451612,20.113225806451613,28
12650.0,314.44,1,12.7,15.722,20
12651.0,114.0,1,8.666666666666666,12.666666666666666,9
12652.0,919.98,1,10.520833333333334,19.16625,48
12653.0,2209.85,2,21.372093023255815,51.391860465116274,37
12654.0,601.98,5,6.947368421052632,15.841578947368422,31
12656.0,4051.17,5,13.674603174603174,32.152142857142856,89
12657.0,1643.18,4,22.21276595744681,34.961276595744685,35
12658.0,686.05,1,8.88888888888889,19.056944444444444,36
12659.0,91.68,1,21.0,18.336000000000002,5
12660.0,245.1,1,9.76923076923077,18.853846153846153,13
12662.0,3849.78,11,8.947826086956521,16.73817391304348,129
12664.0,4881.88,9,32.513513513513516,131.94270270270272,10
12665.0,63.0,1,12.333333333333334,21.0,3
12667.0,620.13,1,11.969696969696969,18.791818181818183,33
12668.0,3807.15,4,10.149068322981366,23.64689440993789,115
12669.0,2744.0299999999997,3,11.03960396039604,27.168613861386135,98
12670.0,2996.05,5,15.184782608695652,32.56576086956522,58
12672.0,225.89999999999998,1,7.8,22.589999999999996,10
12673.0,610.52,2,8.357142857142858,14.536190476190475,42
12674.0,1970.6,4,13.650602409638553,23.742168674698792,52
12676.0,1331.39,6,14.88888888888889,29.586444444444446,33
12678.0,17628.46,12,66.2,106.83915151515151,105
12679.0,1113.02,4,11.541666666666666,23.187916666666666,43
12680.0,862.81,4,8.51923076923077,16.592499999999998,33
12681.0,13787.54,22,11.81191222570533,21.610564263322885,267
12682.0,12279.82,31,10.601145038167939,23.434770992366413,209
12683.0,8476.57,15,14.497093023255815,24.641191860465117,177
12684.0,2283.63,7,18.904761904761905,21.748857142857144,61
12685.0,2863.08,6,9.700636942675159,18.236178343949042,117
12686.0,89.14,1,15.285714285714286,12.734285714285715,7
12688.0,4873.8099999999995,1,17.707602339181285,28.501812865497072,171
12689.0,1247.61,2,8.722222222222221,17.327916666666667,57
12690.0,389.01,1,6.625,24.313125,16
12691.0,1035.8,6,12.3125,32.36875,21
12693.0,855.91,4,6.538461538461538,21.946410256410257,35
12694.0,869.67,2,13.756756756756756,23.504594594594593,32
12695.0,582.1,4,8.148148148148149,21.55925925925926,23
12697.0,957.59,3,12.390243902439025,23.355853658536585,37
12700.0,4939.99,4,11.07089552238806,18.432798507462685,193
12701.0,797.71,2,12.79245283018868,15.051132075471699,50
12702.0,219.0,1,4.416666666666667,18.25,12
12703.0,283.55,1,7.809523809523809,13.502380952380953,21
12704.0,2340.84,8,11.431818181818182,26.600454545454546,64
12705.0,6868.29,9,11.967065868263473,20.56374251497006,228
12707.0,603.42,1,7.757575757575758,18.285454545454545,33
12708.0,2712.91,10,8.32484076433121,17.27968152866242,86
12709.0,9706.52,15,18.89855072463768,46.891400966183575,93
12710.0,1149.02,3,11.051948051948052,14.922337662337663,75
12712.0,4396.13,13,7.984962406015038,33.053609022556394,58
12713.0,848.55,1,13.368421052631579,22.330263157894734,38
12714.0,4708.86,5,11.849420849420849,18.18092664092664,216
12715.0,343.36,1,9.6,17.168,20
12716.0,1053.49,2,10.26086956521739,15.267971014492753,60
12717.0,1030.98,2,9.2,18.74509090909091,49
12718.0,238.25,1,10.68421052631579,12.539473684210526,19
12719.0,644.95,2,9.58974358974359,16.53717948717949,34
12720.0,5781.73,25,13.19774011299435,16.332570621468925,211
12721.0,2656.13,6,12.167701863354038,16.497701863354038,133
12722.0,997.63,4,10.679245283018869,18.82320754716981,50
12723.0,725.07,5,6.2898550724637685,10.508260869565218,53
12724.0,1031.41,4,8.39622641509434,19.460566037735852,47
12725.0,427.8,1,6.833333333333333,17.825,24
12726.0,2609.1,7,25.346774193548388,21.041129032258063,57
12727.0,3980.7,7,15.093525179856115,28.638129496402875,109
12728.0,836.33,4,9.108695652173912,18.18108695652174,38
12729.0,453.01,1,8.961538461538462,17.423461538461538,26
12731.0,18895.91,12,30.791970802919707,68.96317518248175,109
12732.0,236.26000000000002,1,9.25,19.688333333333336,12
12733.0,383.95,1,6.2272727272727275,17.452272727272728,22
12734.0,110.39999999999999,1,22.0,27.599999999999998,4
12735.0,779.5699999999999,2,8.55813953488372,18.12953488372093,38
12736.0,234.0,1,43.25,58.5,4
12738.0,155.35,1,13.454545454545455,14.122727272727273,11
12739.0,1013.04,2,12.789473684210526,26.658947368421053,38
12740.0,427.6,1,12.666666666666666,15.837037037037037,27
12743.0,540.13,2,2.404580152671756,4.123129770992366,114
12744.0,21279.29,7,23.60810810810811,95.85265765765766,178
12747.0,4196.01,11,12.37864077669903,40.737961165048546,42
12748.0,33053.19,209,5.731414324569356,7.491656844968269,1768
12749.0,4090.88,5,7.391959798994975,20.55718592964824,160
12750.0,275.88,1,9.133333333333333,18.392,15
12752.0,4366.78,1,42.679245283018865,82.3920754716981,53
12753.0,21429.39,6,57.974619289340104,108.77862944162436,132
12754.0,3010.74,3,102.87301587301587,47.78952380952381,49
12755.0,3811.95,2,372.75,952.9875,4
12756.0,112.07999999999998,1,36.0,28.019999999999996,4
12757.0,7834.650000000001,13,6.579670329670329,21.52376373626374,237
12758.0,2791.59,2,22.010309278350515,28.779278350515465,84
12759.0,1531.44,3,9.494736842105263,16.12042105263158,81
12762.0,1898.52,2,17.782608695652176,27.51478260869565,62
12763.0,494.08,2,17.555555555555557,27.448888888888888,16
12764.0,1693.88,1,8.577777777777778,37.64177777777778,45
12766.0,6989.63,7,11.761290322580646,22.547193548387096,205
12769.0,1143.6,1,11.125,35.7375,32
12770.0,1351.45,1,61.916666666666664,112.62083333333334,12
12772.0,892.47,1,10.10909090909091,16.226727272727274,55
12775.0,1386.04,5,13.287878787878787,21.00060606060606,47
12778.0,822.23,6,16.5,16.4446,40
12779.0,3981.36,8,13.583892617449665,26.72053691275168,88
12781.0,826.74,2,26.84,33.0696,25
12782.0,2330.92,5,10.54368932038835,22.630291262135923,81
12783.0,2225.91,6,7.428571428571429,26.49892857142857,76
12784.0,532.8199999999999,2,4.912280701754386,9.347719298245613,54
12785.0,311.95,1,9.357142857142858,22.282142857142855,14
12787.0,463.66,3,13.05,23.183,17
12789.0,91.85,1,1.0,22.9625,4
12790.0,324.92,1,7.904761904761905,15.472380952380954,21
12791.0,192.60000000000002,1,48.5,96.30000000000001,2
12792.0,400.53999999999996,1,8.68,16.0216,25
12793.0,545.48,2,12.291666666666666,22.728333333333335,21
12794.0,860.41,2,13.155555555555555,19.12022222222222,43
12795.0,430.48,1,4.857142857142857,30.74857142857143,14
12797.0,254.03,1,9.076923076923077,19.540769230769232,13
12798.0,6977.04,3,657.0,872.13,6
12802.0,427.58,1,12.56,17.1032,25
12808.0,483.65000000000003,3,6.714285714285714,17.273214285714285,27
12809.0,489.31,1,8.8,19.572400000000002,25
12811.0,514.85,3,7.419354838709677,16.608064516129033,27
12812.0,229.64000000000001,1,10.933333333333334,15.309333333333335,15
12814.0,125.92,1,24.5,62.96,2
12815.0,1063.46,2,8.063829787234043,22.6268085106383,38
12816.0,572.2,2,4.413793103448276,19.731034482758623,27
12817.0,166.04,1,13.25,41.51,4
12818.0,1542.08,1,66.35714285714286,110.14857142857143,14
12820.0,942.34,4,12.23728813559322,15.97186440677966,55
12821.0,92.72,1,11.666666666666666,15.453333333333333,6
12822.0,948.88,2,11.956521739130435,20.62782608695652,41
12823.0,1759.5,5,46.0,351.9,1
12824.0,397.12,1,9.28,15.8848,25
12826.0,1474.72,7,11.626373626373626,16.205714285714286,58
12827.0,430.15000000000003,3,7.88,17.206000000000003,19
12828.0,1018.71,6,8.821428571428571,18.19125,46
12829.0,293.0,2,34.18181818181818,26.636363636363637,9
12830.0,6814.64,6,259.1578947368421,179.33263157894737,13
12831.0,215.05,1,15.0,23.894444444444446,9
12832.0,383.03,2,7.222222222222222,14.186296296296295,27
12833.0,417.38,1,6.5,17.390833333333333,24
12834.0,312.38,1,6.111111111111111,17.354444444444443,18
12836.0,2610.36,4,6.103448275862069,15.002068965517243,148
12837.0,134.1,1,2.0,11.174999999999999,12
12838.0,671.95,2,2.9583333333333335,5.599583333333333,115
12839.0,5591.42,14,12.124203821656051,17.80707006369427,95
12840.0,2726.77,4,13.371681415929203,24.13070796460177,67
12841.0,3991.58,25,6.570048309178744,9.641497584541062,229
12842.0,1118.99,2,16.08823529411765,32.9114705882353,34
12843.0,1702.26,8,7.58252427184466,16.526796116504855,69
12844.0,325.96000000000004,2,2.4038461538461537,6.268461538461539,47
12845.0,354.09,4,7.555555555555555,13.114444444444443,26
12847.0,843.64,1,10.392857142857142,10.043333333333333,72
12849.0,1010.29,2,12.4375,21.047708333333333,47
12851.0,131.81,1,2.25531914893617,2.8044680851063832,43
12852.0,311.55,1,8.764705882352942,18.326470588235296,17
12853.0,1957.1000000000001,6,10.256410256410257,25.09102564102564,66
12854.0,1316.25,3,5.743119266055046,12.075688073394495,95
12855.0,38.1,1,10.0,12.700000000000001,3
12856.0,2170.78,6,3.459807073954984,6.98,155
12857.0,1106.4,2,7.456521739130435,24.05217391304348,37
12863.0,521.2,1,37.6,104.24000000000001,5
12864.0,147.12,1,72.0,49.04,3
12865.0,1568.23,2,9.736842105263158,16.507684210526318,86
12866.0,559.12,1,6.576923076923077,21.504615384615384,26
12867.0,4009.34,7,8.02247191011236,7.50812734082397,240
12868.0,1607.0600000000002,6,8.672897196261681,15.0192523364486,72
12871.0,380.64,2,18.181818181818183,34.60363636363636,8
12872.0,599.97,2,4.833333333333333,9.090454545454547,58
12873.0,374.0,1,32.0,93.5,4
12875.0,343.2300000000001,2,1009.5,171.61500000000004,1
12876.0,2218.02,2,22.83529411764706,26.09435294117647,67
12877.0,1535.77,12,7.64935064935065,9.972532467532467,100
12878.0,854.99,2,11.638297872340425,18.191276595744682,38
12879.0,573.22,3,37.0,57.322,7
12881.0,298.0,1,3.0,42.57142857142857,7
12882.0,1463.04,2,18.923076923076923,112.54153846153847,12
12883.0,703.47,4,4.666666666666667,16.749285714285715,39
12884.0,309.05,1,6.142857142857143,44.15,7
12885.0,1175.22,3,9.225352112676056,16.552394366197184,66
12886.0,1378.4,2,9.390243902439025,16.809756097560978,75
12888.0,354.12,2,15.2,70.824,4
12890.0,376.71999999999997,1,3.240506329113924,4.768607594936708,78
12891.0,331.0,3,316.6666666666667,110.33333333333333,2
12893.0,176.55,1,2.903225806451613,5.695161290322581,27
12895.0,372.8,2,9.545454545454545,16.945454545454545,22
12897.0,216.5,2,27.5,54.125,3
12901.0,17654.54,28,198.92241379310346,152.19431034482758,30
12902.0,138.68,1,6.6,13.868,10
12904.0,496.06,2,4.140845070422535,6.986760563380281,59
12906.0,2919.81,5,27.761904761904763,46.34619047619047,55
12908.0,750.0,2,600.0,375.0,1
12909.0,2178.67,5,14.065934065934066,23.941428571428574,78
12910.0,3075.04,8,22.56,41.00053333333333,48
12912.0,1662.3,5,27.916666666666668,69.2625,17
12913.0,2483.63,5,28.38,49.6726,37
12915.0,363.65,2,4.2272727272727275,16.529545454545453,19
12916.0,2944.95,4,10.514563106796116,28.59174757281553,53
12917.0,594.0,1,60.0,297.0,2
12919.0,1335.19,6,13.46,26.7038,34
12920.0,162.78,1,4.7407407407407405,6.028888888888889,27
12921.0,16587.09,37,13.230555555555556,23.037625,233
12922.0,405.38,1,13.214285714285714,14.477857142857143,28
12923.0,172.82,1,2.4285714285714284,6.172142857142857,28
12924.0,933.7,4,16.033333333333335,31.123333333333335,22
12925.0,694.05,2,12.022222222222222,15.423333333333332,42
12928.0,2062.7000000000003,5,17.523809523809526,24.555952380952384,59
12929.0,117.85,1,4.625,14.73125,8
12930.0,415.8,2,10.08,16.632,20
12931.0,42055.96,15,341.5121951219512,512.8775609756098,28
12933.0,607.53,3,4.7075471698113205,5.7314150943396225,102
12935.0,2160.7,7,14.364341085271318,16.749612403100773,80
12936.0,1063.9,4,9.016129032258064,17.15967741935484,56
12937.0,1504.27,4,8.391666666666667,12.535583333333333,81
12938.0,114.14,1,15.555555555555555,12.682222222222222,9
12939.0,11581.8,8,103.74468085106383,246.42127659574467,21
12940.0,899.69,2,4.208333333333333,9.371770833333334,87
12942.0,675.6,3,2.8285714285714287,9.651428571428571,68
12944.0,604.51,2,9.633333333333333,20.150333333333332,29
12945.0,462.95,1,7.173913043478261,20.128260869565217,23
12947.0,1603.99,6,12.010309278350515,16.535979381443298,83
12948.0,2064.95,7,9.310344827586206,17.801293103448273,82
12949.0,4167.22,8,11.074418604651163,19.382418604651164,166
12950.0,1843.0,3,60.0,80.1304347826087,13
12951.0,1064.07,6,7.984126984126984,16.89,53
12952.0,1387.79,4,8.265822784810126,17.566962025316457,64
12953.0,329.85,1,4.9411764705882355,19.40294117647059,17
12955.0,4757.16,11,20.355555555555554,26.428666666666665,81
12956.0,108.07,1,1.7894736842105263,5.687894736842105,19
12957.0,4017.54,8,10.710084033613445,16.880420168067225,208
12962.0,266.39,2,8.0625,16.649375,15
12963.0,1856.63,8,9.273684210526316,19.54347368421053,75
12965.0,769.8100000000001,1,2.611111111111111,7.1278703703703705,108
12966.0,160.18,1,7.5,16.018,10
12967.0,1660.9,2,23.05263157894737,87.41578947368421,19
12968.0,135.95,1,14.6,27.189999999999998,5
12970.0,405.47,4,2.0775193798449614,3.1431782945736435,116
12971.0,11189.91,86,30.455737704918032,36.68822950819672,94
12974.0,144.8,1,3.0,18.1,8
12976.0,738.6,1,25.5,33.57272727272727,22
12977.0,39.239999999999995,1,1.3333333333333333,4.359999999999999,9
12980.0,7374.900000000001,9,44.3,368.745,6
12981.0,372.21999999999997,2,12.1,18.610999999999997,12
